genetic;length;mass;exercise;smoking;alcohol;sugar;lifespan
81.0;196.0;62.0;1.0;12.0;7.0;2.0;78.0
77.0;197.0;86.0;1.0;3.0;5.0;4.0;70.0
78.0;184.0;68.0;2.0;1.0;9.0;4.0;83.0
77.0;197.0;94.0;2.0;21.0;7.0;2.0;66.0
79.0;201.0;80.0;3.0;17.0;4.0;4.0;79.0
79.0;191.0;64.0;1.0;7.0;4.0;1.0;82.0
79.0;178.0;94.0;0.0;0.0;9.0;1.0;66.0
78.0;173.0;72.0;2.0;0.0;2.0;3.0;92.0
78.0;173.0;86.0;0.0;0.0;9.0;2.0;62.0
79.0;192.0;92.0;3.0;14.0;4.0;2.0;93.0
81.0;181.0;66.0;0.0;22.0;6.0;2.0;57.0
76.0;202.0;81.0;1.0;4.0;0.0;3.0;75.0
80.0;182.0;64.0;2.0;19.0;3.0;5.0;68.0
81.0;202.0;62.0;1.0;18.0;7.0;1.0;73.0
79.0;170.0;77.0;1.0;14.0;7.0;2.0;67.0
81.0;186.0;67.0;3.0;16.0;7.0;1.0;96.0
78.0;205.0;81.0;2.0;5.0;9.0;3.0;84.0
81.0;172.0;91.0;2.0;20.0;7.0;2.0;65.0
78.0;165.0;73.0;3.0;20.0;8.0;4.0;76.0
80.0;205.0;92.0;1.0;0.0;6.0;3.0;79.0
78.0;159.0;69.0;1.0;5.0;7.0;2.0;72.0
77.0;167.0;73.0;3.0;16.0;6.0;4.0;74.0
80.0;182.0;90.0;1.0;2.0;6.0;1.0;80.0
80.0;163.0;92.0;2.0;7.0;9.0;3.0;71.0
80.0;204.0;85.0;2.0;8.0;5.0;3.0;84.0
82.0;190.0;84.0;1.0;11.0;4.0;2.0;74.0
82.0;197.0;74.0;1.0;19.0;9.0;1.0;70.0
80.0;193.0;80.0;1.0;6.0;4.0;1.0;85.0
80.0;187.0;86.0;2.0;0.0;6.0;3.0;80.0
77.0;178.0;86.0;2.0;0.0;4.0;3.0;81.0
79.0;186.0;69.0;1.0;15.0;3.0;5.0;60.0
81.0;165.0;83.0;1.0;13.0;5.0;2.0;69.0
80.0;187.0;79.0;1.0;3.0;2.0;2.0;81.0
79.0;192.0;61.0;2.0;18.0;7.0;3.0;79.0
82.0;185.0;98.0;1.0;16.0;8.0;1.0;67.0
80.0;183.0;86.0;1.0;13.0;5.0;3.0;68.0
79.0;176.0;84.0;1.0;10.0;4.0;1.0;74.0
81.0;164.0;74.0;1.0;16.0;8.0;2.0;64.0
79.0;178.0;97.0;1.0;10.0;6.0;2.0;70.0
81.0;191.0;102.0;2.0;4.0;9.0;2.0;81.0
78.0;200.0;77.0;1.0;21.0;6.0;2.0;66.0
79.0;166.0;72.0;3.0;20.0;2.0;3.0;82.0
79.0;191.0;79.0;3.0;0.0;8.0;2.0;102.0
81.0;201.0;91.0;2.0;4.0;7.0;4.0;85.0
79.0;194.0;75.0;1.0;4.0;3.0;2.0;83.0
83.0;178.0;69.0;1.0;14.0;6.0;2.0;75.0
81.0;193.0;76.0;1.0;12.0;7.0;2.0;69.0
78.0;180.0;75.0;1.0;0.0;6.0;2.0;79.0
80.0;173.0;65.0;2.0;3.0;8.0;2.0;85.0
80.0;195.0;99.0;0.0;2.0;9.0;2.0;64.0
81.0;181.0;94.0;2.0;3.0;3.0;3.0;86.0
81.0;191.0;85.0;1.0;0.0;6.0;3.0;78.0
81.0;210.0;96.0;2.0;4.0;6.0;2.0;90.0
77.0;185.0;81.0;1.0;6.0;7.0;4.0;62.0
82.0;190.0;79.0;1.0;19.0;3.0;3.0;66.0
82.0;203.0;71.0;1.0;11.0;2.0;3.0;78.0
80.0;170.0;63.0;1.0;9.0;6.0;2.0;72.0
81.0;194.0;61.0;2.0;8.0;4.0;1.0;92.0
78.0;182.0;61.0;1.0;16.0;8.0;2.0;67.0
83.0;178.0;71.0;2.0;0.0;8.0;2.0;92.0
81.0;180.0;76.0;1.0;9.0;8.0;2.0;70.0
81.0;186.0;85.0;1.0;11.0;7.0;2.0;69.0
81.0;190.0;77.0;2.0;6.0;6.0;2.0;82.0
77.0;174.0;96.0;3.0;17.0;8.0;1.0;80.0
83.0;192.0;92.0;1.0;22.0;2.0;4.0;62.0
81.0;198.0;65.0;2.0;18.0;8.0;2.0;74.0
80.0;173.0;92.0;0.0;18.0;6.0;2.0;53.0
83.0;195.0;62.0;3.0;19.0;1.0;1.0;100.0
78.0;201.0;83.0;1.0;0.0;8.0;3.0;75.0
79.0;198.0;73.0;1.0;3.0;9.0;2.0;77.0
79.0;181.0;62.0;2.0;0.0;7.0;2.0;87.0
79.0;176.0;82.0;1.0;20.0;10.0;2.0;52.0
81.0;183.0;99.0;0.0;10.0;3.0;2.0;66.0
79.0;168.0;82.0;3.0;0.0;6.0;2.0;92.0
77.0;199.0;80.0;1.0;0.0;6.0;2.0;76.0
81.0;205.0;85.0;1.0;10.0;7.0;3.0;71.0
79.0;189.0;78.0;1.0;0.0;1.0;4.0;79.0
80.0;163.0;78.0;2.0;20.0;2.0;3.0;68.0
81.0;178.0;70.0;1.0;10.0;8.0;2.0;69.0
78.0;174.0;61.0;1.0;19.0;0.0;2.0;72.0
82.0;193.0;100.0;2.0;0.0;8.0;3.0;88.0
78.0;156.0;74.0;2.0;16.0;8.0;4.0;62.0
79.0;176.0;64.0;1.0;18.0;7.0;2.0;66.0
80.0;195.0;88.0;1.0;15.0;9.0;3.0;66.0
81.0;186.0;84.0;1.0;19.0;7.0;4.0;58.0
80.0;172.0;78.0;2.0;2.0;8.0;2.0;89.0
79.0;206.0;106.0;1.0;0.0;8.0;3.0;71.0
83.0;172.0;82.0;3.0;21.0;8.0;1.0;84.0
82.0;178.0;64.0;1.0;6.0;9.0;2.0;82.0
80.0;208.0;70.0;0.0;12.0;2.0;2.0;70.0
79.0;202.0;72.0;1.0;18.0;10.0;3.0;62.0
82.0;186.0;89.0;0.0;3.0;1.0;2.0;76.0
83.0;174.0;90.0;3.0;2.0;7.0;1.0;97.0
79.0;186.0;99.0;3.0;6.0;3.0;3.0;85.0
81.0;179.0;96.0;2.0;11.0;10.0;3.0;68.0
79.0;182.0;85.0;1.0;18.0;3.0;2.0;64.0
79.0;186.0;84.0;1.0;3.0;8.0;3.0;73.0
79.0;204.0;77.0;2.0;22.0;8.0;2.0;72.0
81.0;202.0;68.0;2.0;3.0;8.0;4.0;83.0
80.0;181.0;72.0;1.0;19.0;8.0;2.0;61.0
84.0;194.0;65.0;3.0;19.0;9.0;3.0;85.0
80.0;155.0;66.0;0.0;9.0;10.0;2.0;58.0
79.0;173.0;78.0;2.0;9.0;6.0;2.0;75.0
80.0;174.0;112.0;3.0;20.0;9.0;1.0;72.0
82.0;173.0;73.0;1.0;9.0;1.0;1.0;82.0
79.0;187.0;81.0;1.0;5.0;6.0;2.0;74.0
82.0;174.0;75.0;2.0;8.0;1.0;2.0;87.0
82.0;177.0;63.0;1.0;17.0;6.0;2.0;74.0
82.0;193.0;78.0;3.0;8.0;5.0;2.0;92.0
81.0;169.0;61.0;2.0;20.0;0.0;3.0;78.0
79.0;174.0;87.0;1.0;19.0;9.0;1.0;63.0
79.0;171.0;63.0;1.0;1.0;3.0;4.0;80.0
77.0;165.0;92.0;2.0;0.0;7.0;2.0;75.0
83.0;184.0;97.0;1.0;0.0;3.0;3.0;81.0
81.0;192.0;68.0;2.0;20.0;6.0;3.0;76.0
79.0;183.0;66.0;1.0;3.0;8.0;2.0;74.0
81.0;172.0;66.0;1.0;1.0;3.0;2.0;87.0
82.0;179.0;68.0;3.0;18.0;7.0;3.0;82.0
82.0;196.0;74.0;1.0;11.0;6.0;3.0;73.0
80.0;177.0;71.0;2.0;7.0;8.0;4.0;73.0
79.0;197.0;62.0;2.0;7.0;6.0;2.0;85.0
81.0;182.0;74.0;2.0;6.0;6.0;2.0;90.0
82.0;176.0;74.0;2.0;10.0;3.0;2.0;87.0
80.0;182.0;64.0;2.0;0.0;6.0;3.0;87.0
81.0;183.0;76.0;1.0;10.0;7.0;3.0;64.0
81.0;155.0;98.0;2.0;4.0;9.0;2.0;78.0
81.0;178.0;88.0;2.0;12.0;5.0;1.0;80.0
80.0;175.0;104.0;2.0;8.0;10.0;3.0;67.0
80.0;187.0;61.0;2.0;1.0;2.0;2.0;89.0
80.0;162.0;105.0;2.0;17.0;7.0;3.0;63.0
79.0;174.0;81.0;2.0;6.0;8.0;3.0;71.0
77.0;158.0;93.0;2.0;16.0;5.0;4.0;62.0
82.0;167.0;110.0;1.0;9.0;8.0;2.0;64.0
78.0;210.0;74.0;3.0;2.0;4.0;2.0;100.0
81.0;188.0;89.0;2.0;2.0;5.0;3.0;82.0
82.0;180.0;66.0;2.0;15.0;6.0;2.0;81.0
84.0;178.0;79.0;2.0;20.0;9.0;3.0;70.0
80.0;167.0;66.0;2.0;20.0;7.0;4.0;60.0
81.0;175.0;96.0;2.0;15.0;5.0;1.0;78.0
80.0;200.0;85.0;3.0;15.0;6.0;2.0;87.0
78.0;195.0;74.0;2.0;14.0;1.0;3.0;77.0
79.0;185.0;95.0;2.0;5.0;9.0;1.0;84.0
81.0;192.0;81.0;2.0;18.0;6.0;3.0;77.0
82.0;203.0;70.0;1.0;2.0;4.0;2.0;89.0
80.0;199.0;85.0;1.0;6.0;7.0;3.0;76.0
80.0;183.0;79.0;1.0;0.0;5.0;2.0;76.0
81.0;188.0;75.0;1.0;10.0;0.0;3.0;77.0
82.0;183.0;94.0;2.0;1.0;7.0;1.0;90.0
82.0;179.0;70.0;1.0;7.0;9.0;3.0;73.0
81.0;159.0;64.0;1.0;9.0;9.0;2.0;68.0
80.0;192.0;84.0;1.0;1.0;6.0;2.0;83.0
79.0;179.0;79.0;2.0;22.0;7.0;3.0;62.0
78.0;174.0;70.0;1.0;0.0;5.0;3.0;73.0
80.0;194.0;70.0;2.0;0.0;7.0;2.0;87.0
84.0;170.0;89.0;3.0;2.0;4.0;2.0;101.0
83.0;177.0;97.0;2.0;18.0;5.0;2.0;78.0
79.0;156.0;74.0;1.0;10.0;9.0;3.0;60.0
80.0;194.0;65.0;1.0;1.0;8.0;3.0;80.0
79.0;170.0;103.0;2.0;1.0;8.0;2.0;83.0
80.0;200.0;83.0;2.0;1.0;8.0;1.0;92.0
80.0;201.0;93.0;2.0;0.0;5.0;2.0;93.0
77.0;187.0;72.0;2.0;20.0;8.0;3.0;65.0
80.0;183.0;72.0;2.0;11.0;10.0;2.0;82.0
81.0;171.0;78.0;3.0;17.0;6.0;1.0;82.0
80.0;160.0;87.0;2.0;5.0;9.0;3.0;77.0
83.0;196.0;83.0;2.0;0.0;7.0;4.0;82.0
82.0;177.0;73.0;2.0;13.0;8.0;1.0;84.0
79.0;191.0;77.0;2.0;22.0;6.0;2.0;76.0
81.0;194.0;82.0;1.0;3.0;9.0;2.0;75.0
77.0;177.0;86.0;1.0;14.0;3.0;3.0;61.0
80.0;184.0;65.0;1.0;0.0;5.0;3.0;78.0
78.0;194.0;85.0;2.0;13.0;7.0;1.0;76.0
78.0;189.0;75.0;2.0;0.0;8.0;3.0;89.0
82.0;175.0;87.0;1.0;8.0;9.0;2.0;68.0
82.0;172.0;97.0;2.0;7.0;7.0;2.0;77.0
80.0;188.0;93.0;3.0;19.0;8.0;3.0;75.0
80.0;184.0;66.0;1.0;5.0;3.0;3.0;80.0
84.0;178.0;62.0;1.0;11.0;7.0;2.0;77.0
79.0;179.0;86.0;1.0;17.0;8.0;1.0;60.0
78.0;159.0;82.0;3.0;18.0;1.0;3.0;77.0
79.0;183.0;79.0;3.0;0.0;5.0;3.0;95.0
83.0;192.0;102.0;2.0;1.0;9.0;2.0;84.0
81.0;184.0;85.0;2.0;17.0;6.0;2.0;71.0
76.0;191.0;104.0;3.0;0.0;6.0;3.0;87.0
79.0;163.0;80.0;1.0;4.0;7.0;2.0;73.0
80.0;179.0;82.0;2.0;13.0;3.0;2.0;79.0
82.0;182.0;81.0;1.0;22.0;2.0;2.0;64.0
82.0;210.0;79.0;1.0;0.0;9.0;2.0;83.0
81.0;175.0;64.0;1.0;17.0;8.0;3.0;67.0
80.0;192.0;67.0;3.0;7.0;9.0;2.0;91.0
78.0;201.0;80.0;2.0;0.0;5.0;1.0;96.0
79.0;193.0;69.0;1.0;16.0;6.0;2.0;66.0
79.0;173.0;68.0;1.0;12.0;6.0;2.0;74.0
78.0;185.0;67.0;4.0;9.0;2.0;1.0;104.0
82.0;204.0;95.0;3.0;6.0;8.0;2.0;92.0
76.0;185.0;97.0;2.0;20.0;0.0;4.0;62.0
82.0;173.0;70.0;1.0;16.0;2.0;2.0;69.0
80.0;188.0;78.0;3.0;2.0;8.0;3.0;93.0
77.0;163.0;95.0;2.0;19.0;4.0;2.0;64.0
78.0;177.0;67.0;2.0;1.0;1.0;3.0;84.0
78.0;175.0;68.0;1.0;0.0;4.0;1.0;84.0
79.0;190.0;76.0;1.0;16.0;5.0;1.0;73.0
80.0;180.0;60.0;2.0;6.0;8.0;2.0;86.0
81.0;182.0;97.0;1.0;19.0;0.0;2.0;70.0
82.0;184.0;64.0;2.0;5.0;0.0;2.0;98.0
81.0;200.0;78.0;2.0;13.0;5.0;1.0;89.0
78.0;187.0;87.0;1.0;10.0;5.0;2.0;68.0
82.0;185.0;67.0;1.0;1.0;1.0;3.0;88.0
80.0;190.0;83.0;3.0;13.0;4.0;2.0;86.0
79.0;188.0;85.0;1.0;5.0;9.0;3.0;67.0
79.0;180.0;79.0;1.0;2.0;7.0;3.0;74.0
80.0;196.0;77.0;3.0;9.0;7.0;2.0;94.0
80.0;172.0;74.0;2.0;16.0;9.0;4.0;66.0
81.0;198.0;104.0;2.0;8.0;10.0;3.0;70.0
84.0;184.0;74.0;1.0;14.0;9.0;3.0;63.0
81.0;182.0;62.0;2.0;8.0;6.0;2.0;89.0
79.0;173.0;75.0;1.0;16.0;7.0;3.0;60.0
80.0;174.0;81.0;1.0;0.0;6.0;2.0;75.0
80.0;176.0;81.0;1.0;12.0;6.0;2.0;67.0
81.0;194.0;75.0;2.0;6.0;9.0;2.0;87.0
82.0;181.0;80.0;2.0;9.0;7.0;2.0;86.0
79.0;183.0;83.0;1.0;5.0;2.0;1.0;82.0
82.0;188.0;62.0;1.0;21.0;7.0;2.0;69.0
82.0;170.0;68.0;1.0;6.0;3.0;4.0;68.0
81.0;157.0;82.0;2.0;16.0;8.0;4.0;67.0
79.0;177.0;64.0;3.0;2.0;8.0;2.0;97.0
80.0;174.0;82.0;2.0;9.0;8.0;3.0;78.0
80.0;166.0;60.0;2.0;15.0;4.0;2.0;76.0
80.0;186.0;96.0;3.0;20.0;3.0;2.0;85.0
80.0;189.0;80.0;3.0;11.0;9.0;2.0;84.0
76.0;178.0;66.0;1.0;17.0;8.0;1.0;64.0
79.0;188.0;92.0;2.0;1.0;9.0;4.0;73.0
79.0;170.0;96.0;1.0;9.0;1.0;1.0;73.0
82.0;186.0;85.0;1.0;5.0;9.0;3.0;69.0
80.0;179.0;85.0;3.0;14.0;6.0;1.0;87.0
79.0;163.0;86.0;1.0;7.0;6.0;2.0;66.0
80.0;181.0;86.0;2.0;9.0;9.0;1.0;76.0
82.0;194.0;102.0;2.0;0.0;3.0;1.0;90.0
80.0;180.0;63.0;2.0;1.0;2.0;2.0;92.0
81.0;172.0;65.0;3.0;2.0;6.0;2.0;102.0
80.0;179.0;86.0;2.0;13.0;4.0;1.0;79.0
78.0;169.0;75.0;3.0;8.0;2.0;3.0;90.0
82.0;188.0;79.0;1.0;9.0;9.0;1.0;73.0
80.0;179.0;79.0;1.0;8.0;9.0;1.0;74.0
81.0;170.0;84.0;2.0;3.0;6.0;3.0;83.0
80.0;184.0;77.0;2.0;3.0;7.0;3.0;81.0
78.0;190.0;79.0;2.0;14.0;9.0;3.0;67.0
81.0;165.0;92.0;1.0;6.0;3.0;3.0;65.0
81.0;206.0;67.0;1.0;10.0;3.0;2.0;83.0
83.0;179.0;98.0;1.0;15.0;4.0;2.0;70.0
78.0;186.0;88.0;1.0;15.0;7.0;1.0;61.0
80.0;199.0;79.0;2.0;22.0;7.0;2.0;79.0
81.0;176.0;85.0;2.0;2.0;6.0;3.0;82.0
82.0;184.0;88.0;2.0;17.0;7.0;2.0;76.0
81.0;200.0;67.0;1.0;12.0;5.0;1.0;83.0
78.0;196.0;74.0;2.0;0.0;5.0;2.0;94.0
77.0;207.0;65.0;1.0;0.0;9.0;2.0;75.0
82.0;213.0;91.0;3.0;2.0;6.0;4.0;94.0
81.0;185.0;73.0;2.0;8.0;7.0;1.0;90.0
80.0;167.0;81.0;2.0;5.0;3.0;2.0;86.0
79.0;200.0;77.0;2.0;18.0;8.0;4.0;64.0
83.0;178.0;67.0;2.0;9.0;6.0;4.0;76.0
78.0;184.0;92.0;3.0;17.0;1.0;3.0;80.0
80.0;174.0;71.0;1.0;8.0;4.0;3.0;70.0
81.0;181.0;91.0;2.0;19.0;5.0;2.0;77.0
78.0;206.0;66.0;2.0;1.0;4.0;3.0;90.0
81.0;177.0;98.0;2.0;13.0;2.0;2.0;72.0
81.0;184.0;68.0;1.0;6.0;9.0;3.0;74.0
80.0;184.0;69.0;1.0;22.0;6.0;2.0;65.0
79.0;176.0;102.0;2.0;16.0;6.0;4.0;65.0
77.0;155.0;84.0;2.0;1.0;9.0;1.0;84.0
80.0;199.0;66.0;2.0;0.0;6.0;2.0;92.0
81.0;179.0;77.0;2.0;1.0;2.0;2.0;88.0
79.0;189.0;108.0;1.0;11.0;6.0;2.0;67.0
82.0;171.0;92.0;1.0;6.0;5.0;1.0;75.0
77.0;182.0;105.0;2.0;3.0;2.0;3.0;81.0
81.0;199.0;84.0;2.0;0.0;2.0;3.0;97.0
83.0;191.0;72.0;2.0;0.0;3.0;2.0;97.0
81.0;193.0;86.0;2.0;16.0;1.0;2.0;87.0
81.0;159.0;72.0;1.0;14.0;3.0;1.0;74.0
79.0;184.0;79.0;1.0;11.0;1.0;2.0;74.0
80.0;175.0;88.0;1.0;13.0;9.0;3.0;59.0
82.0;157.0;84.0;2.0;15.0;6.0;2.0;72.0
76.0;167.0;71.0;1.0;12.0;9.0;1.0;60.0
80.0;190.0;82.0;1.0;20.0;4.0;3.0;60.0
80.0;183.0;67.0;2.0;21.0;8.0;2.0;75.0
80.0;171.0;99.0;1.0;22.0;8.0;2.0;56.0
80.0;175.0;91.0;1.0;21.0;2.0;2.0;58.0
79.0;154.0;61.0;3.0;14.0;5.0;2.0;90.0
80.0;180.0;68.0;2.0;18.0;9.0;3.0;69.0
78.0;188.0;87.0;1.0;21.0;6.0;3.0;62.0
78.0;179.0;74.0;2.0;18.0;3.0;2.0;73.0
83.0;196.0;100.0;2.0;19.0;8.0;1.0;74.0
80.0;164.0;82.0;1.0;6.0;3.0;2.0;78.0
78.0;172.0;76.0;1.0;17.0;5.0;3.0;63.0
81.0;160.0;69.0;2.0;3.0;4.0;1.0;90.0
80.0;182.0;103.0;1.0;17.0;9.0;2.0;62.0
81.0;172.0;66.0;2.0;8.0;4.0;4.0;78.0
79.0;177.0;84.0;3.0;12.0;5.0;2.0;84.0
79.0;163.0;79.0;2.0;5.0;5.0;4.0;72.0
80.0;181.0;90.0;2.0;8.0;6.0;2.0;77.0
81.0;167.0;100.0;2.0;12.0;8.0;3.0;75.0
80.0;200.0;100.0;1.0;2.0;8.0;3.0;75.0
83.0;174.0;82.0;1.0;7.0;6.0;5.0;63.0
79.0;171.0;86.0;1.0;1.0;6.0;4.0;69.0
80.0;154.0;86.0;1.0;19.0;8.0;1.0;55.0
78.0;166.0;82.0;1.0;8.0;2.0;3.0;71.0
81.0;182.0;104.0;1.0;12.0;9.0;2.0;69.0
81.0;164.0;90.0;1.0;5.0;7.0;2.0;72.0
79.0;198.0;72.0;1.0;16.0;8.0;3.0;69.0
78.0;202.0;88.0;2.0;2.0;4.0;3.0;82.0
82.0;185.0;84.0;2.0;3.0;5.0;1.0;88.0
78.0;202.0;93.0;2.0;17.0;10.0;3.0;64.0
81.0;195.0;61.0;2.0;12.0;3.0;3.0;81.0
81.0;160.0;83.0;3.0;12.0;1.0;2.0;83.0
80.0;184.0;87.0;2.0;20.0;9.0;2.0;72.0
82.0;179.0;82.0;2.0;9.0;4.0;3.0;76.0
81.0;201.0;69.0;3.0;19.0;7.0;3.0;83.0
83.0;160.0;70.0;1.0;15.0;3.0;2.0;71.0
81.0;182.0;77.0;1.0;0.0;2.0;2.0;83.0
79.0;188.0;64.0;1.0;4.0;8.0;1.0;81.0
78.0;195.0;69.0;1.0;6.0;4.0;2.0;74.0
84.0;175.0;79.0;1.0;2.0;4.0;1.0;87.0
81.0;166.0;67.0;1.0;10.0;7.0;3.0;70.0
82.0;180.0;69.0;2.0;16.0;3.0;2.0;77.0
81.0;188.0;109.0;4.0;0.0;1.0;1.0;107.0
80.0;170.0;63.0;2.0;5.0;4.0;3.0;83.0
79.0;186.0;102.0;2.0;17.0;9.0;3.0;69.0
79.0;164.0;92.0;1.0;6.0;3.0;3.0;67.0
80.0;172.0;72.0;3.0;5.0;9.0;1.0;92.0
78.0;186.0;90.0;1.0;10.0;9.0;3.0;60.0
82.0;190.0;108.0;1.0;5.0;9.0;4.0;61.0
82.0;174.0;80.0;1.0;1.0;9.0;2.0;77.0
81.0;179.0;83.0;3.0;9.0;7.0;3.0;88.0
81.0;173.0;67.0;2.0;6.0;4.0;1.0;88.0
81.0;187.0;72.0;1.0;14.0;9.0;2.0;68.0
77.0;170.0;61.0;1.0;9.0;1.0;3.0;71.0
80.0;199.0;104.0;1.0;2.0;6.0;2.0;74.0
81.0;188.0;67.0;2.0;16.0;4.0;3.0;75.0
81.0;170.0;81.0;3.0;12.0;7.0;3.0;80.0
79.0;166.0;95.0;1.0;7.0;6.0;3.0;65.0
81.0;185.0;80.0;2.0;12.0;1.0;4.0;74.0
79.0;181.0;83.0;3.0;13.0;4.0;3.0;90.0
78.0;201.0;94.0;3.0;9.0;1.0;3.0;91.0
80.0;198.0;76.0;1.0;11.0;7.0;3.0;73.0
79.0;179.0;61.0;0.0;9.0;8.0;2.0;65.0
81.0;185.0;90.0;1.0;7.0;1.0;1.0;79.0
81.0;185.0;87.0;1.0;7.0;7.0;2.0;74.0
78.0;175.0;68.0;1.0;3.0;9.0;3.0;72.0
83.0;192.0;78.0;3.0;16.0;7.0;3.0;86.0
78.0;185.0;67.0;1.0;14.0;9.0;3.0;60.0
80.0;178.0;87.0;1.0;16.0;2.0;3.0;62.0
81.0;190.0;78.0;1.0;0.0;5.0;2.0;78.0
80.0;184.0;65.0;3.0;1.0;4.0;2.0;107.0
80.0;214.0;65.0;0.0;10.0;6.0;2.0;71.0
81.0;184.0;74.0;2.0;8.0;8.0;3.0;78.0
81.0;175.0;91.0;2.0;7.0;8.0;3.0;77.0
78.0;173.0;72.0;1.0;0.0;7.0;3.0;72.0
76.0;177.0;62.0;2.0;7.0;1.0;1.0;84.0
77.0;188.0;74.0;2.0;20.0;9.0;3.0;67.0
81.0;188.0;97.0;1.0;19.0;7.0;1.0;63.0
79.0;191.0;107.0;3.0;5.0;9.0;3.0;85.0
80.0;177.0;71.0;3.0;8.0;9.0;3.0;84.0
79.0;208.0;82.0;1.0;10.0;9.0;3.0;70.0
77.0;154.0;85.0;2.0;22.0;6.0;4.0;53.0
77.0;172.0;77.0;1.0;1.0;8.0;2.0;73.0
82.0;186.0;64.0;3.0;0.0;6.0;2.0;100.0
78.0;184.0;87.0;2.0;10.0;8.0;2.0;71.0
82.0;193.0;74.0;1.0;21.0;4.0;3.0;63.0
79.0;161.0;60.0;2.0;4.0;4.0;2.0;84.0
79.0;176.0;64.0;1.0;21.0;5.0;1.0;69.0
80.0;187.0;94.0;2.0;10.0;9.0;1.0;77.0
77.0;181.0;105.0;2.0;15.0;6.0;2.0;64.0
77.0;169.0;93.0;1.0;1.0;6.0;1.0;76.0
81.0;169.0;71.0;1.0;10.0;3.0;2.0;76.0
82.0;202.0;79.0;1.0;6.0;7.0;4.0;72.0
77.0;184.0;97.0;0.0;1.0;8.0;3.0;62.0
82.0;204.0;70.0;1.0;10.0;9.0;2.0;80.0
78.0;183.0;79.0;2.0;20.0;5.0;3.0;68.0
79.0;180.0;62.0;2.0;7.0;9.0;2.0;88.0
83.0;199.0;91.0;1.0;1.0;3.0;3.0;78.0
82.0;178.0;101.0;1.0;0.0;1.0;3.0;81.0
77.0;176.0;91.0;2.0;22.0;9.0;2.0;65.0
78.0;197.0;106.0;1.0;0.0;4.0;3.0;73.0
79.0;155.0;64.0;0.0;11.0;7.0;2.0;60.0
78.0;179.0;68.0;3.0;4.0;9.0;2.0;91.0
79.0;199.0;106.0;1.0;17.0;1.0;2.0;65.0
82.0;162.0;77.0;2.0;19.0;3.0;4.0;75.0
78.0;203.0;87.0;1.0;5.0;2.0;2.0;79.0
79.0;181.0;70.0;1.0;1.0;9.0;3.0;77.0
80.0;181.0;75.0;2.0;22.0;8.0;3.0;61.0
79.0;209.0;73.0;2.0;3.0;7.0;2.0;89.0
81.0;199.0;86.0;1.0;5.0;5.0;4.0;72.0
78.0;200.0;77.0;1.0;11.0;5.0;3.0;70.0
83.0;185.0;64.0;3.0;6.0;1.0;3.0;103.0
81.0;191.0;73.0;2.0;16.0;2.0;3.0;78.0
79.0;196.0;71.0;2.0;11.0;8.0;3.0;79.0
80.0;210.0;93.0;2.0;0.0;7.0;1.0;90.0
77.0;200.0;85.0;2.0;8.0;6.0;2.0;82.0
83.0;170.0;68.0;1.0;0.0;6.0;3.0;81.0
81.0;182.0;78.0;2.0;1.0;3.0;1.0;95.0
79.0;188.0;78.0;1.0;0.0;9.0;4.0;75.0
83.0;183.0;61.0;3.0;11.0;8.0;2.0;92.0
81.0;196.0;81.0;2.0;11.0;3.0;2.0;83.0
83.0;196.0;74.0;1.0;0.0;3.0;3.0;85.0
80.0;175.0;75.0;2.0;1.0;6.0;5.0;79.0
81.0;177.0;93.0;2.0;3.0;7.0;2.0;79.0
81.0;185.0;93.0;0.0;11.0;3.0;3.0;61.0
81.0;189.0;81.0;1.0;5.0;9.0;1.0;78.0
80.0;176.0;95.0;2.0;4.0;8.0;2.0;84.0
81.0;176.0;73.0;1.0;8.0;7.0;3.0;67.0
81.0;170.0;92.0;1.0;2.0;8.0;2.0;71.0
79.0;173.0;79.0;3.0;11.0;6.0;4.0;86.0
80.0;202.0;69.0;2.0;5.0;2.0;4.0;88.0
78.0;175.0;76.0;3.0;8.0;7.0;3.0;86.0
80.0;173.0;71.0;1.0;17.0;1.0;3.0;70.0
80.0;165.0;93.0;1.0;18.0;6.0;3.0;58.0
79.0;202.0;77.0;2.0;16.0;8.0;2.0;73.0
80.0;211.0;66.0;3.0;4.0;6.0;3.0;95.0
81.0;181.0;104.0;2.0;0.0;8.0;2.0;87.0
79.0;203.0;93.0;1.0;0.0;4.0;2.0;79.0
80.0;181.0;65.0;1.0;13.0;7.0;3.0;66.0
79.0;187.0;65.0;2.0;7.0;0.0;2.0;86.0
80.0;179.0;63.0;1.0;9.0;8.0;2.0;71.0
78.0;161.0;103.0;1.0;13.0;1.0;2.0;64.0
80.0;182.0;97.0;2.0;0.0;9.0;1.0;87.0
80.0;179.0;80.0;1.0;0.0;6.0;1.0;80.0
80.0;187.0;70.0;3.0;9.0;4.0;3.0;96.0
80.0;200.0;87.0;0.0;17.0;9.0;2.0;57.0
78.0;188.0;108.0;3.0;19.0;5.0;2.0;78.0
79.0;179.0;70.0;3.0;16.0;4.0;1.0;88.0
81.0;201.0;69.0;1.0;5.0;1.0;5.0;71.0
78.0;161.0;71.0;2.0;0.0;1.0;4.0;80.0
80.0;180.0;103.0;1.0;1.0;8.0;2.0;73.0
81.0;194.0;85.0;1.0;5.0;5.0;3.0;78.0
79.0;198.0;73.0;3.0;19.0;5.0;2.0;89.0
