genetic,exercise,smoking,alcohol,lifespan,sugar,BMI
82.0,1.7,5.5,0.5,81.8,1.9,17.2
76.1,2.0,1.1,1.8,76.9,6.4,20.1
79.9,1.6,18.2,0.3,73.5,3.3,24.7
75.2,2.4,1.1,1.2,76.4,4.7,20.4
95.1,1.9,13.8,0.9,92.0,3.1,32.1
76.3,4.0,9.8,0.7,75.6,3.6,28.1
73.4,2.7,1.5,0.8,74.1,2.4,25.8
96.6,4.3,13.9,1.8,94.3,7.1,25.6
81.9,1.8,11.3,1.1,79.4,8.1,33.9
90.9,0.5,6.9,3.2,88.4,9.8,25.3
84.4,1.0,21.0,2.1,79.4,6.7,27.4
78.6,2.2,7.9,1.7,77.2,8.1,25.1
80.2,4.9,5.8,0.5,82.3,3.9,31.8
78.0,3.0,17.3,0.5,75.3,7.6,13.9
100.4,3.7,6.3,0.5,100.2,6.7,21.3
86.0,1.5,18.5,1.1,82.2,6.8,33.4
79.9,4.4,4.5,1.8,82.0,4.9,30.3
82.0,1.1,0.6,5.3,79.9,6.4,32.6
72.2,1.2,13.6,0.6,67.0,5.1,37.6
79.0,1.9,7.6,2.4,76.4,6.4,31.5
102.1,0.5,0.3,4.0,100.4,3.4,32.6
98.1,1.4,3.1,1.1,96.9,4.8,27.9
81.4,1.1,15.8,1.9,77.1,9.7,18.1
68.7,3.9,6.3,3.2,68.0,5.3,24.8
100.9,5.1,16.7,4.0,98.1,6.9,32.8
78.1,1.6,5.2,1.4,77.0,6.7,28.9
81.6,1.6,1.1,2.9,81.7,7.9,17.7
83.2,2.5,4.0,0.5,83.7,6.1,24.4
74.9,2.4,13.4,0.7,71.9,6.3,23.6
81.9,1.4,9.0,3.5,79.1,4.1,25.7
98.3,1.5,0.1,1.7,99.3,6.3,25.6
80.1,0.5,12.5,5.1,75.3,10.3,17.8
81.4,3.8,10.9,0.4,79.2,4.6,19.5
79.2,0.7,3.3,2.0,78.6,2.3,18.0
91.1,2.1,2.5,5.8,90.5,11.1,19.4
93.8,1.5,6.2,1.4,89.9,4.8,50.7
74.7,3.5,17.3,0.3,72.7,7.0,28.9
80.5,2.7,19.0,2.0,76.6,5.4,18.4
82.7,4.0,6.3,0.6,84.0,6.5,25.2
102.1,1.8,10.8,5.3,98.6,10.9,16.6
78.4,1.3,19.8,5.1,72.5,8.2,16.5
79.5,1.4,1.6,0.6,77.6,8.2,41.7
81.5,2.5,8.9,1.3,81.2,7.9,
94.1,2.6,19.8,5.3,88.0,13.4,23.6
100.1,1.6,22.1,1.0,93.8,2.0,24.8
91.4,2.4,0.3,4.9,91.2,9.9,16.0
90.3,2.8,13.3,2.4,87.1,4.5,25.2
73.9,1.9,0.3,0.6,74.3,3.3,32.6
77.7,1.0,8.2,0.3,75.3,6.4,33.1
93.0,3.2,19.5,1.3,89.1,2.1,22.8
96.0,3.9,16.1,4.9,93.5,6.2,20.8
89.8,1.7,0.3,5.2,88.6,7.2,24.6
83.5,4.1,8.6,2.1,84.4,7.1,31.5
78.1,0.7,17.3,4.2,73.3,8.6,30.4
80.7,5.4,1.8,0.1,83.1,7.5,18.0
85.4,2.2,1.0,4.7,85.6,6.3,19.0
91.5,4.0,13.4,4.9,88.7,5.8,34.0
91.6,1.4,6.0,2.9,86.9,5.5,45.0
87.6,2.9,13.9,3.4,83.6,8.6,27.8
88.6,0.6,0.4,2.7,88.3,2.0,17.8
85.9,0.9,0.2,0.8,86.0,6.2,15.3
73.3,3.3,13.6,1.7,71.8,5.1,19.9
91.1,2.3,21.7,0.7,87.9,1.5,20.1
77.3,1.8,5.1,5.2,75.1,11.6,27.0
86.1,1.3,21.4,1.4,76.9,4.9,42.0
64.0,1.8,0.1,5.8,63.2,3.9,21.8
90.7,2.3,21.8,4.5,87.7,9.4,19.5
89.5,3.0,8.0,0.5,88.1,6.1,30.1
89.0,3.2,8.6,0.9,88.4,6.9,30.5
76.8,3.3,18.5,0.2,74.1,7.3,32.1
70.7,3.7,19.8,1.3,70.5,4.2,34.0
84.0,2.0,0.3,0.4,85.0,4.1,22.0
78.4,1.2,7.1,0.6,77.0,8.5,26.4
83.4,0.9,9.4,1.2,82.5,4.4,15.9
78.1,2.3,0.4,2.6,79.4,5.2,26.3
79.3,3.6,4.6,4.7,79.9,8.4,21.4
96.2,1.5,5.0,4.7,94.9,3.9,32.4
79.9,3.0,17.8,0.6,76.7,1.8,36.1
85.0,3.6,0.5,0.6,87.6,5.0,20.4
81.0,2.2,7.7,3.4,79.8,7.8,22.0
83.0,3.3,16.7,4.0,76.7,10.6,43.5
78.0,3.3,11.0,4.7,73.3,9.6,42.5
89.4,1.4,10.5,0.1,86.2,2.7,16.1
76.3,3.9,5.5,1.6,74.5,7.3,34.1
76.7,2.4,12.4,0.5,75.2,6.2,40.6
85.8,2.8,21.7,3.7,79.4,5.9,20.4
87.2,2.2,4.2,1.2,86.5,1.7,33.5
83.6,2.0,20.2,4.3,78.2,7.3,22.3
79.4,3.6,13.3,5.1,75.3,13.4,14.0
83.9,0.8,6.4,0.3,80.8,11.8,16.8
85.3,3.1,19.9,0.3,82.7,2.5,19.1
86.0,1.4,19.4,1.2,83.3,6.1,15.1
101.4,1.2,19.0,1.9,93.2,5.9,22.6
75.6,2.1,14.0,4.5,69.8,3.8,45.0
72.0,0.9,8.9,2.9,69.3,8.2,20.8
78.9,4.6,0.7,0.6,82.7,7.6,30.6
75.1,1.1,22.2,1.8,68.1,2.7,48.1
76.6,2.4,12.5,0.5,74.9,8.9,25.4
87.3,3.5,3.6,0.2,88.7,5.1,20.3
82.3,2.1,22.0,4.6,76.8,1.6,13.5
79.8,4.6,18.6,0.5,76.3,5.1,41.1
75.7,3.8,0.5,4.9,77.4,3.6,16.0
86.0,1.2,0.2,1.0,86.0,7.2,19.8
77.9,1.8,5.7,1.3,77.8,1.9,22.1
87.3,2.5,4.3,5.1,85.8,3.0,37.3
87.8,4.6,20.8,2.6,84.9,4.6,41.4
82.1,4.2,1.3,4.1,82.8,3.6,32.1
79.7,4.1,7.1,4.0,78.5,7.9,34.8
65.2,1.8,10.4,0.8,63.2,8.8,21.2
78.6,2.6,17.5,1.0,74.1,5.7,16.3
79.8,3.0,21.0,5.2,70.5,4.0,49.0
69.6,1.8,20.1,2.4,64.2,2.4,24.8
83.7,1.7,16.0,4.9,77.3,9.2,29.2
77.3,1.9,3.0,4.9,76.2,2.7,27.6
85.1,1.6,16.3,1.4,80.0,11.9,28.6
78.6,3.3,0.6,1.3,78.3,8.1,45.6
94.7,0.5,5.5,0.4,93.2,3.6,22.2
81.5,0.6,16.8,0.8,76.2,3.6,27.7
90.5,2.0,10.7,1.2,88.8,8.5,25.1
69.8,1.9,13.9,0.9,68.0,8.6,16.0
92.6,2.1,17.8,4.1,87.6,4.0,42.1
87.5,3.4,17.2,0.5,86.5,1.5,18.6
77.7,2.8,17.2,1.0,74.6,7.0,16.5
83.5,3.8,20.4,1.2,82.0,3.6,26.3
79.6,2.8,4.8,0.3,78.1,3.1,37.9
91.1,1.4,16.0,1.3,87.7,8.0,19.4
85.5,2.3,6.9,0.6,83.0,6.5,44.7
76.8,1.4,9.7,0.6,75.0,1.9,29.0
81.1,0.6,7.6,0.5,77.3,4.6,36.2
75.5,3.4,13.8,0.9,72.8,9.3,20.2
67.4,3.2,7.0,1.9,66.8,6.2,20.2
76.5,1.1,0.4,0.9,76.0,10.0,32.6
69.4,0.9,13.1,0.7,65.9,5.2,23.5
90.1,2.5,1.1,3.9,85.8,11.1,56.4
68.1,1.6,19.1,1.4,63.0,6.2,32.2
75.8,2.9,11.8,2.2,73.8,6.8,33.5
83.3,4.0,16.3,0.5,80.9,12.8,27.0
79.2,2.3,6.4,1.2,78.7,5.0,24.2
75.7,1.5,3.8,1.8,74.3,6.7,36.4
77.3,0.9,4.4,4.8,76.4,7.8,27.8
74.4,4.5,4.8,4.0,76.5,6.6,21.5
78.7,1.4,15.6,5.0,73.2,3.7,30.4
82.5,1.3,8.5,5.6,80.1,6.7,25.4
74.7,1.2,0.3,0.7,73.6,7.7,39.6
84.2,3.1,16.3,1.3,79.4,3.9,49.2
78.8,1.8,16.7,4.4,75.0,8.8,22.9
82.9,1.2,3.8,1.2,81.1,3.3,35.0
96.1,0.8,18.8,0.7,90.2,3.9,29.7
88.8,1.2,0.2,1.8,86.8,5.9,42.3
77.8,2.5,15.3,2.7,73.2,8.4,34.5
92.8,1.7,22.0,1.3,86.1,5.8,30.0
83.5,1.1,10.5,0.8,80.4,7.9,17.6
91.1,3.6,0.2,3.9,92.2,4.1,39.2
80.6,1.6,2.9,1.8,79.8,8.5,30.1
92.5,2.8,14.7,3.5,88.0,7.0,35.8
89.1,3.4,2.2,4.6,89.3,10.4,23.2
88.5,4.0,0.9,3.3,90.4,6.7,28.7
68.8,3.4,21.7,1.2,66.4,3.4,25.1
75.1,2.6,3.8,4.1,71.4,3.4,54.3
96.3,1.4,9.9,0.8,93.9,8.0,22.3
84.9,3.5,3.2,1.2,85.0,9.3,27.4
89.3,2.5,1.9,0.8,82.5,9.9,63.2
80.1,1.7,0.6,5.8,78.2,7.5,38.2
82.7,3.5,21.2,4.6,78.4,4.3,34.4
70.4,2.4,1.8,0.3,69.9,8.4,38.3
80.4,3.0,10.7,0.2,79.4,7.3,22.8
86.4,1.8,0.4,0.7,87.0,4.2,22.2
81.1,1.7,20.4,1.7,75.6,7.8,41.3
70.1,3.3,8.0,0.7,70.4,10.9,15.3
73.2,2.8,14.2,0.3,72.1,8.4,32.2
99.3,2.4,19.5,0.3,95.0,12.0,36.7
85.6,1.1,15.2,0.7,79.8,4.8,40.5
83.3,1.7,15.5,4.3,77.8,4.1,29.4
90.7,3.2,3.8,5.1,89.5,9.4,24.0
77.4,1.3,8.5,5.5,74.2,6.0,15.4
79.4,5.1,0.7,5.9,78.1,10.2,47.4
81.5,4.2,4.4,2.6,81.7,5.5,38.2
78.8,1.3,20.8,4.1,71.1,8.9,32.0
74.6,0.5,20.2,0.3,66.5,6.3,31.2
91.7,4.2,22.0,5.2,86.6,7.9,24.0
67.6,0.8,0.4,0.3,65.6,6.1,43.7
70.9,2.6,0.8,0.4,72.3,4.6,28.2
85.9,2.3,15.8,1.4,82.0,3.0,36.6
80.5,1.7,19.6,5.9,70.3,11.3,43.4
77.6,1.0,6.7,1.8,75.1,9.6,23.3
86.2,1.4,20.4,0.5,79.5,8.5,25.2
90.6,1.9,9.4,2.1,88.0,8.5,28.2
78.0,2.7,13.1,3.1,75.4,8.8,20.6
79.4,4.0,16.4,4.4,76.4,3.1,34.0
89.6,3.8,5.9,4.6,89.2,7.7,17.9
83.8,2.8,5.7,3.4,83.6,5.3,21.7
84.0,2.7,2.8,1.0,83.1,5.7,43.0
71.5,2.7,6.6,4.0,71.7,5.1,16.8
92.6,2.9,16.6,1.0,91.0,11.1,17.6
85.1,1.9,0.0,0.5,85.8,7.5,36.1
75.2,1.6,21.3,0.4,67.7,5.3,35.8
93.8,1.0,14.9,0.6,87.0,8.5,46.5
87.2,1.4,14.0,4.4,86.5,4.7,18.1
90.5,2.1,8.2,1.9,89.0,8.0,30.2
86.8,4.5,2.4,1.1,87.4,12.8,24.1
98.0,1.8,2.4,0.3,97.1,5.7,39.6
88.2,3.4,14.5,0.4,86.1,9.5,23.0
98.5,1.4,3.5,2.6,97.5,5.8,21.5
81.0,1.0,0.6,0.6,80.6,10.0,29.6
94.2,0.3,0.0,2.1,93.6,7.5,22.8
86.5,1.3,1.2,0.3,87.0,8.7,25.2
84.4,3.3,19.5,0.2,82.1,7.7,24.4
82.3,1.1,13.0,3.1,76.6,10.7,31.8
90.0,2.0,1.8,3.5,89.5,2.2,18.8
87.0,4.3,11.9,4.2,84.7,3.8,30.3
88.2,1.7,7.2,4.6,84.6,6.1,27.1
92.0,4.3,18.3,1.4,89.6,6.4,32.3
84.8,0.5,4.5,1.5,83.4,2.8,26.3
81.1,1.9,11.3,5.7,76.6,6.7,18.7
83.4,1.9,0.4,0.9,84.9,2.7,16.1
78.3,3.9,14.2,0.3,74.7,7.5,26.0
75.9,3.7,20.9,2.8,72.7,2.9,17.8
80.6,2.6,13.4,0.4,79.8,8.3,24.3
81.5,3.8,0.6,5.0,81.6,5.1,36.0
76.7,5.4,19.1,0.3,78.3,1.6,26.2
78.4,1.5,0.9,3.5,77.7,5.6,32.7
79.6,1.7,13.0,0.3,76.0,3.8,38.8
79.8,1.2,6.0,2.5,77.6,5.7,13.4
76.0,3.8,0.5,0.6,77.1,7.4,35.2
81.7,1.9,0.3,4.4,82.4,5.3,26.4
80.8,3.0,9.7,0.6,80.2,8.3,23.8
85.7,4.1,0.0,5.1,87.5,4.5,27.7
92.8,3.6,9.2,0.6,90.1,6.1,14.3
80.7,1.5,0.1,3.5,80.7,3.8,24.1
75.1,1.1,11.5,2.5,70.0,5.4,40.6
73.3,1.7,8.8,4.3,70.4,10.2,33.2
82.9,4.3,18.3,0.3,80.3,3.6,29.7
84.6,1.6,18.7,2.0,80.2,11.2,34.7
84.4,4.2,12.7,0.5,83.4,6.5,24.0
90.2,3.1,13.3,0.2,87.0,6.3,30.9
89.8,1.9,19.1,4.6,83.5,9.2,35.3
77.1,1.6,19.7,0.4,72.7,2.7,19.1
73.8,2.7,11.3,1.8,69.9,7.9,42.4
83.8,1.0,1.2,5.0,81.5,7.4,40.8
73.6,1.4,20.2,1.6,65.3,10.9,23.8
88.9,2.4,6.0,2.5,87.2,9.0,25.9
88.5,3.7,15.1,5.3,85.2,8.7,27.5
67.0,0.8,19.5,0.5,59.6,9.7,25.5
72.8,1.5,0.7,2.4,72.0,5.3,34.9
93.4,1.4,0.7,1.1,93.0,4.1,36.2
80.0,4.2,2.3,2.7,80.8,10.8,23.8
71.9,4.2,5.9,0.8,72.5,7.8,34.1
94.0,1.8,0.1,1.0,93.8,6.3,20.0
87.5,2.3,6.0,1.2,86.7,9.4,18.7
77.0,4.6,10.4,0.4,78.4,5.8,21.2
90.4,1.8,8.4,3.7,86.7,11.0,20.3
67.9,3.7,0.9,5.6,69.6,6.5,28.4
71.3,1.0,6.4,0.9,68.1,6.6,39.9
65.4,2.8,12.4,2.7,63.7,7.2,21.2
82.4,0.8,19.9,0.2,74.0,8.4,39.5
69.3,3.3,8.1,5.2,67.8,3.8,15.1
76.8,2.3,21.7,4.7,72.5,4.4,18.5
81.2,2.0,7.0,2.1,80.9,3.6,26.9
79.7,4.5,20.3,1.2,75.5,10.0,26.8
77.8,2.9,14.3,0.4,72.6,5.3,17.4
77.0,2.6,11.2,5.0,76.0,4.4,26.0
82.2,3.6,5.3,0.8,82.8,7.7,20.8
82.2,0.4,0.0,1.1,81.9,2.7,26.3
97.7,1.6,3.2,3.4,96.4,10.0,25.1
85.0,1.9,12.5,4.5,81.7,5.5,30.9
83.3,2.1,0.0,0.8,84.1,6.7,27.9
69.2,1.7,21.9,3.8,63.1,4.1,21.1
81.7,1.9,7.6,1.9,79.8,12.5,21.0
78.1,3.8,13.6,5.1,73.9,5.5,40.5
86.4,3.1,20.9,1.5,83.8,5.5,30.4
86.4,1.2,0.9,3.2,85.3,4.3,37.4
76.3,2.1,6.5,5.2,74.3,4.9,19.5
72.3,5.3,15.4,0.8,70.3,7.3,28.5
82.0,0.8,17.6,0.8,76.0,8.6,24.0
77.4,2.6,18.9,3.5,74.5,5.2,25.6
77.0,1.6,11.0,4.7,74.4,6.8,29.0
87.3,1.2,3.7,5.6,85.2,4.5,30.8
82.9,2.1,2.4,3.2,82.1,12.2,16.3
80.3,1.5,11.0,4.4,75.9,7.9,39.4
74.1,2.0,1.6,0.8,74.5,4.7,27.0
96.8,1.6,18.0,0.6,92.1,7.5,33.4
73.2,2.2,4.0,4.0,71.3,10.5,22.9
85.8,2.8,7.2,4.2,83.8,6.6,23.4
85.4,2.1,13.0,4.0,83.0,2.7,25.1
77.1,1.6,17.2,5.7,73.5,4.1,32.5
79.5,2.8,1.9,0.2,80.9,5.8,24.9
77.1,1.1,20.8,5.5,73.1,6.5,28.4
78.1,5.3,5.6,3.8,79.4,8.4,23.3
101.0,3.5,1.0,4.2,101.7,5.9,18.9
93.6,2.0,15.6,0.8,86.7,3.9,53.0
81.0,0.7,9.2,2.3,76.8,5.5,25.8
85.1,0.8,6.9,0.7,83.7,4.8,31.0
82.4,5.3,18.0,1.1,81.7,10.6,22.9
93.4,2.1,10.9,4.7,89.9,6.3,32.4
63.9,1.9,18.8,0.7,60.5,6.1,20.9
65.0,1.0,10.0,1.7,60.5,10.7,34.5
81.5,4.3,10.4,1.7,80.9,5.2,22.6
74.8,1.4,4.8,1.2,73.4,5.4,28.2
80.3,3.7,0.1,0.5,82.7,7.4,31.8
88.2,2.6,16.7,0.7,83.9,6.2,36.6
77.0,3.7,11.4,1.8,74.9,6.9,37.7
80.7,2.3,19.0,0.2,74.3,12.7,20.6
79.7,1.6,18.9,0.5,76.7,8.5,21.4
78.6,3.1,17.6,4.1,74.5,6.3,33.7
65.6,2.9,0.3,0.2,64.7,5.0,52.9
79.7,2.9,15.8,5.1,77.5,2.3,26.1
81.6,1.9,3.8,2.8,82.0,2.4,19.2
83.8,2.8,17.0,2.6,83.6,3.1,28.1
90.8,1.8,13.3,4.3,86.8,2.0,34.3
81.9,1.6,12.2,2.0,77.8,4.3,24.4
79.5,1.2,1.7,2.0,78.6,5.9,30.9
90.7,4.0,0.1,5.9,91.9,7.2,33.8
84.5,1.7,16.1,1.2,81.6,8.9,19.7
79.6,1.5,16.1,3.8,72.6,7.8,23.2
83.3,1.9,8.7,4.9,79.6,5.3,27.1
80.3,1.1,14.4,0.8,76.6,8.6,30.5
91.4,4.3,0.1,0.4,93.0,5.3,20.6
80.6,2.2,6.0,0.6,79.8,8.2,24.1
78.4,1.6,14.0,4.4,72.6,5.9,21.5
78.4,2.8,1.0,1.3,79.3,11.1,21.2
81.1,1.5,2.9,0.9,79.8,11.4,36.4
93.1,2.8,19.3,1.1,90.7,8.5,18.2
89.9,1.5,13.8,4.3,87.2,12.2,25.2
74.6,2.0,8.9,4.8,72.0,6.7,22.1
79.1,1.7,9.2,5.8,76.1,6.4,27.9
88.1,1.8,6.6,2.6,87.0,7.6,22.3
89.9,1.7,16.4,4.5,83.0,3.3,47.4
81.0,4.6,12.8,0.5,81.9,8.3,21.1
82.8,3.5,19.8,3.2,75.8,4.1,37.2
80.0,3.2,19.7,1.3,78.8,6.1,25.7
83.5,3.5,9.5,0.2,82.8,3.6,18.5
65.5,1.1,6.3,4.2,62.7,7.0,20.7
88.9,1.3,14.9,2.5,87.0,11.3,18.2
82.2,2.5,5.2,0.1,78.2,2.7,53.9
77.6,0.1,21.7,4.9,62.9,8.6,51.9
83.5,2.9,19.5,0.7,80.2,4.7,49.6
72.5,1.9,12.3,4.9,68.4,10.1,29.1
93.3,4.3,2.5,4.7,94.7,5.7,37.1
81.6,1.6,9.5,2.5,80.6,5.9,27.5
76.4,3.8,3.3,1.2,76.4,5.3,15.5
77.3,3.4,10.5,4.4,73.6,5.0,28.3
80.2,3.0,7.9,3.1,79.5,8.4,25.9
76.4,1.9,0.2,4.6,75.1,5.6,26.9
85.7,2.7,15.4,0.2,82.0,4.9,40.0
75.1,2.6,0.3,4.3,76.3,9.2,17.8
85.3,1.0,18.3,4.4,81.1,4.8,26.3
84.9,1.5,10.1,1.0,81.4,4.8,21.7
88.0,2.4,19.1,0.9,86.1,4.1,28.7
80.9,2.6,1.8,1.0,82.7,4.8,23.3
77.6,1.8,21.2,0.3,73.1,4.9,25.8
80.4,1.3,0.3,4.6,78.7,6.0,39.9
89.6,2.9,6.8,2.8,89.2,7.6,24.6
66.3,4.8,0.9,1.8,68.7,11.1,18.9
85.0,3.5,9.4,1.9,82.7,11.6,47.6
77.6,2.1,17.4,4.9,71.0,6.0,39.2
88.2,3.2,5.3,1.6,88.2,5.5,19.1
86.4,4.2,22.1,3.9,84.1,9.7,30.2
89.5,0.1,4.5,0.8,87.7,6.5,22.1
80.9,0.6,19.2,2.8,76.6,9.4,20.8
85.8,1.3,15.3,3.2,82.5,9.2,13.8
77.2,4.6,1.4,4.5,78.3,3.5,26.1
86.4,4.5,19.3,2.9,77.1,5.7,54.5
85.7,0.9,0.7,1.3,85.4,4.2,31.0
82.7,0.7,18.5,5.1,78.9,7.3,19.6
77.6,1.6,5.5,1.8,75.1,6.9,33.5
80.8,2.3,5.9,0.8,79.5,3.0,23.9
81.0,3.9,0.8,1.6,83.7,8.0,22.6
88.9,3.7,11.7,2.7,87.7,11.3,22.0
88.3,2.9,0.2,0.2,90.4,5.6,19.0
86.5,0.7,6.6,2.8,85.1,12.2,23.5
83.2,0.2,18.6,5.4,78.3,6.4,38.1
79.7,0.2,3.8,0.5,78.2,5.3,25.2
89.5,3.6,0.2,2.1,90.9,4.7,32.3
74.3,2.1,9.8,1.8,72.1,8.6,23.8
84.5,3.8,0.4,0.6,87.0,5.2,30.3
76.9,2.2,2.6,4.1,75.6,6.8,27.6
86.6,1.4,20.2,0.7,80.7,13.3,22.4
77.2,3.4,12.4,2.6,75.8,6.4,17.5
88.4,3.3,6.6,4.4,87.7,5.4,25.2
94.0,2.7,19.2,5.2,90.2,4.3,28.4
76.4,4.4,10.0,0.0,74.7,7.5,17.9
86.1,1.7,16.5,0.4,83.9,4.9,32.0
76.5,2.8,16.8,0.0,75.4,2.2,37.0
77.6,0.5,1.5,5.6,74.8,8.5,18.7
78.2,0.4,5.6,2.2,75.8,2.8,20.8
84.7,4.0,18.3,0.3,81.1,2.3,28.7
83.4,1.3,21.4,0.3,79.4,5.3,24.4
75.6,1.4,15.2,0.4,71.7,5.0,23.0
97.7,2.5,2.1,1.1,97.8,3.8,38.9
80.0,1.7,0.3,0.4,81.2,3.4,16.7
95.1,4.3,0.5,3.6,97.4,11.1,24.6
83.4,2.7,13.6,6.0,78.4,11.6,28.6
77.1,1.4,8.7,0.4,74.7,10.3,16.8
84.9,2.3,21.5,2.5,79.4,9.5,24.3
81.5,2.6,5.1,1.3,81.0,5.0,29.0
86.6,1.0,8.0,0.2,84.1,9.1,25.2
79.6,3.8,16.9,3.7,78.2,0.8,35.3
81.9,0.8,12.8,5.2,78.1,4.6,14.5
76.5,4.4,2.3,4.0,77.3,5.7,31.9
78.0,3.8,2.4,0.8,79.2,7.7,22.1
86.5,3.4,11.7,1.6,82.0,6.1,50.7
79.7,1.1,16.1,0.3,76.0,3.3,37.1
79.5,3.5,13.5,3.2,76.4,11.4,38.9
79.9,5.2,7.7,5.3,80.3,1.5,33.9
75.0,1.6,0.7,0.4,75.6,6.1,30.0
70.2,2.6,18.5,5.2,63.4,5.2,53.0
83.3,2.2,13.7,5.4,79.7,7.0,14.9
84.6,2.5,17.9,3.5,79.2,11.3,28.6
84.1,1.3,8.0,4.1,81.5,6.4,15.2
65.8,1.2,16.9,0.6,60.9,7.1,34.6
81.9,4.3,19.4,1.4,81.6,6.8,15.6
78.7,3.9,10.8,4.0,74.7,11.2,29.0
66.4,3.2,18.8,0.1,64.3,6.6,17.0
82.0,4.8,13.3,0.7,82.4,8.6,17.4
89.6,2.4,16.4,0.6,85.2,7.3,30.3
77.6,2.0,2.2,0.6,78.3,4.3,19.8
78.8,1.2,10.6,1.3,73.8,7.6,42.0
89.4,1.1,2.0,2.0,86.4,10.2,46.1
101.5,1.2,21.6,0.5,94.0,1.5,14.6
79.7,5.4,16.0,0.6,81.1,2.7,25.0
75.5,2.9,16.4,2.0,70.2,9.7,36.2
66.6,1.8,7.6,1.0,65.1,7.9,15.4
84.6,1.4,17.9,0.1,80.0,9.1,39.0
69.1,1.7,12.4,5.8,64.6,11.7,39.7
91.6,2.8,6.9,4.3,90.8,7.0,32.0
73.7,2.7,0.8,0.3,75.6,7.1,22.8
78.2,1.4,17.2,0.7,76.0,7.3,25.4
76.6,3.0,5.5,0.3,77.0,7.5,16.8
86.3,4.5,16.4,5.1,81.5,5.9,28.8
79.6,4.8,5.4,4.2,81.4,2.0,28.5
78.8,1.7,9.6,2.8,75.4,3.0,39.7
72.0,3.9,21.9,0.2,67.0,5.9,39.3
84.8,1.1,19.7,4.8,78.4,7.3,22.6
83.9,1.5,4.1,2.2,83.1,3.7,22.2
93.8,0.8,21.5,2.1,86.9,7.9,14.0
89.7,1.6,14.4,3.0,87.2,8.0,29.0
74.9,4.4,6.8,0.6,74.1,10.4,25.8
87.6,3.3,12.1,1.4,86.7,3.3,41.6
88.8,3.2,2.1,5.0,88.6,10.4,22.2
73.7,0.8,0.1,1.7,73.4,8.2,27.8
80.0,1.9,4.2,3.2,79.4,5.7,18.8
68.3,2.0,8.6,1.3,66.2,4.1,22.6
71.1,4.3,0.7,2.2,72.5,3.0,29.7
79.4,4.6,20.2,0.5,75.3,5.6,22.2
94.0,2.4,19.4,3.7,89.2,3.5,16.2
92.6,0.8,7.0,2.3,90.6,1.3,16.7
84.0,0.9,4.0,5.9,81.0,3.8,37.0
87.7,3.3,2.0,4.5,87.2,4.8,33.1
88.3,2.6,0.1,1.2,89.4,7.7,25.8
76.7,2.8,12.7,2.8,73.6,4.4,21.8
67.9,2.3,14.2,0.2,63.4,3.6,40.6
82.3,2.7,7.1,1.3,81.4,2.4,25.0
86.3,1.2,3.1,2.7,85.6,5.7,20.5
74.0,0.4,0.4,1.9,72.8,7.7,24.1
78.6,1.3,0.4,1.7,78.2,8.4,28.9
74.5,1.0,5.7,1.9,72.8,9.2,29.6
91.6,2.5,1.6,0.8,92.0,11.7,25.9
79.1,3.2,5.3,0.7,79.3,8.1,27.6
85.0,3.4,22.0,1.2,79.4,5.9,35.6
90.6,2.7,0.2,4.7,91.0,3.9,32.8
75.7,2.2,7.7,1.4,74.1,5.1,29.2
72.2,2.4,13.4,0.2,69.5,8.8,25.7
83.7,1.4,13.7,5.7,79.2,7.1,30.5
87.4,4.5,1.0,0.1,87.0,6.0,28.4
85.9,2.8,5.2,1.2,85.9,8.4,27.7
78.5,5.0,17.3,5.0,78.1,2.8,32.2
91.4,1.2,6.8,4.3,88.9,7.1,31.3
78.9,3.2,2.8,2.3,79.2,8.9,27.7
77.8,1.4,12.8,3.8,73.9,10.7,25.3
79.0,1.9,21.4,0.2,73.3,5.5,37.9
75.3,3.4,15.3,4.3,70.9,6.2,31.0
82.5,2.6,6.4,0.7,81.5,7.4,31.0
82.8,3.2,17.1,0.4,80.3,6.1,34.1
76.2,3.9,12.2,0.2,74.9,1.6,30.6
80.1,3.7,5.8,6.0,79.9,2.5,12.9
94.4,3.4,10.4,0.6,94.0,9.3,29.5
93.5,1.5,4.3,4.3,92.5,2.8,26.2
76.9,1.3,13.2,1.4,74.8,3.1,22.8
78.8,1.6,3.1,0.2,77.8,7.3,35.5
77.3,0.7,19.5,5.0,71.2,4.0,24.1
76.5,1.4,0.8,4.5,75.6,6.7,32.4
82.0,2.4,11.2,3.7,78.9,10.3,30.8
100.6,1.8,2.3,1.7,101.1,4.1,21.4
92.2,1.7,4.8,2.3,90.9,2.9,22.8
78.1,1.9,8.8,2.1,75.7,5.2,35.4
92.3,3.0,3.7,1.4,92.1,8.9,37.8
74.3,1.2,22.1,3.2,64.6,6.7,37.4
80.6,3.0,21.2,3.5,76.7,10.6,22.0
74.1,2.4,12.7,1.8,70.7,5.1,42.0
84.8,1.3,7.9,5.9,82.8,6.5,18.0
88.4,3.4,0.8,0.2,90.5,7.3,27.8
93.6,1.0,0.2,0.7,93.2,10.8,30.5
77.9,3.1,13.6,0.4,74.7,3.8,44.6
85.8,1.4,21.3,0.9,77.2,1.5,50.9
76.9,2.5,6.3,0.3,76.2,7.4,17.9
75.4,2.1,16.2,2.0,70.8,10.7,17.0
76.0,1.5,10.1,4.3,72.3,2.9,45.4
91.5,2.9,8.7,0.1,88.9,9.4,44.7
97.3,1.3,0.0,2.2,95.9,6.2,41.0
