(1) Schlüsselzahl (Schl.) der Tat;(2) Straftat;(3) Geschlecht;(4) Tatverdächtige insgesamt;(5) Kinder bis unter 6 Jahre;(6) Kinder 6  bis unter 8 ;(7) Kinder 8  bis unter 10;(8) Kinder 10  bis unter 12;(9) Kinder 12  bis unter 14;(10) Kinder insgesamt ;(11) Jugendliche 14 bis unter 16;(12) Jugendliche 16  bis unter 18;(13) Jugendliche insgesamt;(13a) Minderjährige insgesamt;(14) Heranwachsende;(15) Insgesamt bis unter 21 Jahre;(16) Erwachsene 21 bis unter 23;(17) Erwachsene 23  bis unter 25;(18) Erwachsene 21 bis unter 25;(19) Erwachsene 25  bis unter 30;(20) Erwachsene 30  bis unter 40;(21) Erwachsene 40  bis unter 50;(22) Erwachsene 50  bis unter 60;(23) Erwachsene 60  und mehr Jahre;(24) Erwachsene insgesamt
518300;Überweisungsbetrug;M;49;0;0;0;0;0;0;0;0;0;0;4;4;4;2;6;9;13;11;4;2;45
518300;Überweisungsbetrug;G;69;0;0;0;0;0;0;0;0;0;0;4;4;5;6;11;10;18;16;7;3;65
518301;Überweisungsbetrug § 263 StGB;W;14;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;1;3;3;2;1;14
518301;Überweisungsbetrug § 263 StGB;M;30;0;0;0;0;0;0;0;0;0;0;2;2;4;2;6;5;6;7;3;1;28
518301;Überweisungsbetrug § 263 StGB;G;44;0;0;0;0;0;0;0;0;0;0;2;2;5;5;10;6;9;10;5;2;42
518302;Überweisungsbetrug § 263a StGB;W;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;1;1;7
518302;Überweisungsbetrug § 263a StGB;M;19;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;4;7;4;1;1;17
518302;Überweisungsbetrug § 263a StGB;G;26;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;4;9;6;2;2;24
518800;Kreditvermittlungsbetrug;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
518800;Kreditvermittlungsbetrug;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
518800;Kreditvermittlungsbetrug;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
518900;Sonstige weitere Betrugsarten;W;687;0;0;0;0;1;1;8;17;25;26;50;76;36;41;77;102;190;117;84;41;611
518900;Sonstige weitere Betrugsarten;M;1.370;0;0;0;0;6;6;16;25;41;47;99;146;79;77;156;187;322;245;197;117;1.224
518900;Sonstige weitere Betrugsarten;G;2.057;0;0;0;0;7;7;24;42;66;73;149;222;115;118;233;289;512;362;281;158;1.835
520000;Veruntreuungen §§ 266, 266a, 266b StGB;W;82;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;12;24;22;18;82
520000;Veruntreuungen §§ 266, 266a, 266b StGB;M;216;0;0;0;0;0;0;0;0;0;0;1;1;3;5;8;12;46;53;54;42;215
520000;Veruntreuungen §§ 266, 266a, 266b StGB;G;298;0;0;0;0;0;0;0;0;0;0;1;1;4;6;10;16;58;77;76;60;297
521000;Untreue § 266 StGB;W;61;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;8;17;18;15;61
521000;Untreue § 266 StGB;M;99;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;3;24;19;23;26;98
521000;Untreue § 266 StGB;G;160;0;0;0;0;0;0;0;0;0;0;1;1;2;3;5;4;32;36;41;41;159
521079;Sonstige Untreue;W;60;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;8;17;18;14;60
521079;Sonstige Untreue;M;99;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;3;24;19;23;26;98
521079;Sonstige Untreue;G;159;0;0;0;0;0;0;0;0;0;0;1;1;2;3;5;4;32;36;41;40;158
521100;Untreue bei Kapitalanlagegeschäften;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
521100;Untreue bei Kapitalanlagegeschäften;M;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521100;Untreue bei Kapitalanlagegeschäften;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
522000;Vorenthalten und Veruntreuen von Arbeitsentgelt § 266a StGB;W;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;6;2;3;20
522000;Vorenthalten und Veruntreuen von Arbeitsentgelt § 266a StGB;M;114;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;9;22;32;30;16;114
522000;Vorenthalten und Veruntreuen von Arbeitsentgelt § 266a StGB;G;134;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;13;27;38;32;19;134
523000;Missbrauch von Scheck- und Kreditkarten § 266b StGB;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3
523000;Missbrauch von Scheck- und Kreditkarten § 266b StGB;M;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;5
523000;Missbrauch von Scheck- und Kreditkarten § 266b StGB;G;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;0;8
530000;Unterschlagung §§ 246, 247, 248a StGB;W;426;0;0;0;0;2;2;6;11;17;19;21;40;24;19;43;65;100;80;54;44;386
530000;Unterschlagung §§ 246, 247, 248a StGB;M;1.086;0;1;0;2;7;10;20;30;50;60;71;131;67;44;111;139;257;195;159;94;955
530000;Unterschlagung §§ 246, 247, 248a StGB;G;1.512;0;1;0;2;9;12;26;41;67;79;92;171;91;63;154;204;357;275;213;138;1.341
530079;Unterschlagung sonstiger Güter/Sachen §§ 246, 247, 248a StGB - ohne von Kfz;W;380;0;0;0;0;2;2;6;11;17;19;21;40;21;18;39;61;90;67;45;38;340
530079;Unterschlagung sonstiger Güter/Sachen §§ 246, 247, 248a StGB - ohne von Kfz;M;882;0;1;0;2;7;10;20;27;47;57;63;120;59;35;94;115;209;152;116;76;762
530079;Unterschlagung sonstiger Güter/Sachen §§ 246, 247, 248a StGB - ohne von Kfz;G;1.262;0;1;0;2;9;12;26;38;64;76;84;160;80;53;133;176;299;219;161;114;1.102
531000;Unterschlagung von Kfz §§ 246, 247 StGB;W;47;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;5;10;13;9;6;47
531000;Unterschlagung von Kfz §§ 246, 247 StGB;M;208;0;0;0;0;0;0;0;3;3;3;8;11;9;10;19;24;49;43;44;18;197
531000;Unterschlagung von Kfz §§ 246, 247 StGB;G;255;0;0;0;0;0;0;0;3;3;3;8;11;12;11;23;29;59;56;53;24;244
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;W;338;0;0;0;0;0;0;2;9;11;11;15;26;17;23;40;44;95;60;47;26;312
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;M;1.545;0;0;0;1;1;2;11;40;51;53;92;145;86;94;180;246;459;279;161;75;1.400
540000;Urkundenfälschung §§ 267-271, 273-279, 281 StGB;G;1.883;0;0;0;1;1;2;13;49;62;64;107;171;103;117;220;290;554;339;208;101;1.712
540001;"Sonstige Urkundenfälschung § 267 StGB; gültig bis 31.12.2021";W;248;0;0;0;0;0;0;1;6;7;7;12;19;11;17;28;28;67;50;35;21;229
540001;"Sonstige Urkundenfälschung § 267 StGB; gültig bis 31.12.2021";M;1.244;0;0;0;0;1;1;9;31;40;41;64;105;62;71;133;204;382;231;132;57;1.139
540001;"Sonstige Urkundenfälschung § 267 StGB; gültig bis 31.12.2021";G;1.492;0;0;0;0;1;1;10;37;47;48;76;124;73;88;161;232;449;281;167;78;1.368
540002;Mittelbare Falschbeurkundung;W;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;5
540002;Mittelbare Falschbeurkundung;M;18;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;3;8;3;2;0;17
540002;Mittelbare Falschbeurkundung;G;23;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;7;8;3;3;0;22
540003;Verändern von amtlichen Ausweisen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540003;Verändern von amtlichen Ausweisen;M;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;6
540003;Verändern von amtlichen Ausweisen;G;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;6
540004;"Urkundenunterdrückung; Veränderung einer Grenzbezeichnung § 274 StGB";W;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;3;0;7
540004;"Urkundenunterdrückung; Veränderung einer Grenzbezeichnung § 274 StGB";M;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;1;2;9
540004;"Urkundenunterdrückung; Veränderung einer Grenzbezeichnung § 274 StGB";G;16;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;2;4;2;16
540005;"Vorbereitung der Fälschung von amtlichen Ausweisen; gültig bis 31.12.2021";W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540005;"Vorbereitung der Fälschung von amtlichen Ausweisen; gültig bis 31.12.2021";M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
540005;"Vorbereitung der Fälschung von amtlichen Ausweisen; gültig bis 31.12.2021";G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
540006;Verschaffen von falschen amtlichen Ausweisen;W;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;1;0;7
540006;Verschaffen von falschen amtlichen Ausweisen;M;19;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;10;1;3;0;19
540006;Verschaffen von falschen amtlichen Ausweisen;G;26;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;2;11;5;4;0;26
540007;"Fälschung von Gesundheitszeugnissen; gültig bis 31.12.2021";W;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;3
540007;"Fälschung von Gesundheitszeugnissen; gültig bis 31.12.2021";M;4;0;0;0;0;0;0;0;1;1;1;1;2;0;0;0;0;1;1;0;0;2
540007;"Fälschung von Gesundheitszeugnissen; gültig bis 31.12.2021";G;7;0;0;0;0;0;0;0;1;1;1;1;2;1;0;1;0;3;1;0;0;5
540008;"Ausstellen unrichtiger Gesundheitszeugnisse; gültig bis 31.12.2021";W;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;5
540008;"Ausstellen unrichtiger Gesundheitszeugnisse; gültig bis 31.12.2021";M;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;9
540008;"Ausstellen unrichtiger Gesundheitszeugnisse; gültig bis 31.12.2021";G;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;9;14
540009;"Gebrauch unrichtiger Gesundheitszeugnisse; gültig bis 31.12.2021";W;16;0;0;0;0;0;0;0;2;2;2;1;3;2;2;4;2;4;1;1;1;13
540009;"Gebrauch unrichtiger Gesundheitszeugnisse; gültig bis 31.12.2021";M;62;0;0;0;0;0;0;1;4;5;5;5;10;4;1;5;12;14;15;4;2;52
540009;"Gebrauch unrichtiger Gesundheitszeugnisse; gültig bis 31.12.2021";G;78;0;0;0;0;0;0;1;6;7;7;6;13;6;3;9;14;18;16;5;3;65
540010;Missbrauch von Ausweispapieren;W;10;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;2;2;2;0;9
540010;Missbrauch von Ausweispapieren;M;66;0;0;0;1;0;1;1;0;1;2;8;10;8;9;17;15;16;6;1;1;56
540010;Missbrauch von Ausweispapieren;G;76;0;0;0;1;0;1;1;0;1;2;9;11;9;10;19;16;18;8;3;1;65
541000;Fälschung technischer Aufzeichnungen § 268 StGB;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
541000;Fälschung technischer Aufzeichnungen § 268 StGB;M;6;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;2;0;5
541000;Fälschung technischer Aufzeichnungen § 268 StGB;G;7;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;3;2;0;6
541001;Manipulation von Fahrtenschreibern und EG-Kontrollgeräten;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
541001;Manipulation von Fahrtenschreibern und EG-Kontrollgeräten;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
541001;Manipulation von Fahrtenschreibern und EG-Kontrollgeräten;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
541079;Sonstige Fälschung technischer Aufzeichnungen;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
541079;Sonstige Fälschung technischer Aufzeichnungen;M;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;1;0;3
541079;Sonstige Fälschung technischer Aufzeichnungen;G;5;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;1;0;4
542000;Fälschung zur Erlangung von Betäubungsmitteln;W;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;5;0;1;1;8
542000;Fälschung zur Erlangung von Betäubungsmitteln;M;52;0;0;0;0;0;0;0;4;4;4;10;14;6;9;15;3;9;6;5;0;38
542000;Fälschung zur Erlangung von Betäubungsmitteln;G;60;0;0;0;0;0;0;0;4;4;4;10;14;7;9;16;3;14;6;6;1;46
543000;Fälschung beweiserheblicher Daten, Täuschung im Rechtsverkehr bei Datenverarbeitung §§ 269, 270 StGB;W;30;0;0;0;0;0;0;1;1;2;2;1;3;1;2;3;7;11;2;4;0;27
543000;Fälschung beweiserheblicher Daten, Täuschung im Rechtsverkehr bei Datenverarbeitung §§ 269, 270 StGB;M;59;0;0;0;0;0;0;0;0;0;0;2;2;3;3;6;8;19;12;6;6;57
543000;Fälschung beweiserheblicher Daten, Täuschung im Rechtsverkehr bei Datenverarbeitung §§ 269, 270 StGB;G;89;0;0;0;0;0;0;1;1;2;2;3;5;4;5;9;15;30;14;10;6;84
543010;Fälschung beweiserheblicher Daten § 269 StGB;W;29;0;0;0;0;0;0;1;1;2;2;1;3;1;2;3;7;10;2;4;0;26
543010;Fälschung beweiserheblicher Daten § 269 StGB;M;58;0;0;0;0;0;0;0;0;0;0;2;2;3;3;6;8;18;12;6;6;56
543010;Fälschung beweiserheblicher Daten § 269 StGB;G;87;0;0;0;0;0;0;1;1;2;2;3;5;4;5;9;15;28;14;10;6;82
543020;Täuschung im Rechtsverkehr bei Datenverarbeitung § 270 StGB;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
543020;Täuschung im Rechtsverkehr bei Datenverarbeitung § 270 StGB;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
543020;Täuschung im Rechtsverkehr bei Datenverarbeitung § 270 StGB;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
550000;Geld- und Wertzeichenfälschung, Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 146-149, 151, 152, 152a, 152b StGB;W;20;0;0;0;0;0;0;2;1;3;3;2;5;0;0;0;3;3;5;4;0;15
550000;Geld- und Wertzeichenfälschung, Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 146-149, 151, 152, 152a, 152b StGB;M;107;0;0;0;0;0;0;5;8;13;13;24;37;12;6;18;8;19;12;5;8;70
550000;Geld- und Wertzeichenfälschung, Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 146-149, 151, 152, 152a, 152b StGB;G;127;0;0;0;0;0;0;7;9;16;16;26;42;12;6;18;11;22;17;9;8;85
550010;Gewerbs- und bandenmäßige Geldfälschung § 146 Abs. 2, 151, 152 StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
550010;Gewerbs- und bandenmäßige Geldfälschung § 146 Abs. 2, 151, 152 StGB;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
550010;Gewerbs- und bandenmäßige Geldfälschung § 146 Abs. 2, 151, 152 StGB;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
551000;Geld- und Wertzeichenfälschung einschl. Vorbereitungshandlungen §§ 146 außer Abs. 1 Nr. 3, 148, 149, 151, 152 StGB;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3
551000;Geld- und Wertzeichenfälschung einschl. Vorbereitungshandlungen §§ 146 außer Abs. 1 Nr. 3, 148, 149, 151, 152 StGB;M;21;0;0;0;0;0;0;0;2;2;2;4;6;5;0;5;0;6;3;1;0;15
551000;Geld- und Wertzeichenfälschung einschl. Vorbereitungshandlungen §§ 146 außer Abs. 1 Nr. 3, 148, 149, 151, 152 StGB;G;24;0;0;0;0;0;0;0;2;2;2;4;6;5;0;5;1;7;4;1;0;18
551010;Geldfälschung (einschl. Vorbereitungshandlung) §§ 146 außer Abs. 1 Nr. 3, 151, 152 StGB;W;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3
551010;Geldfälschung (einschl. Vorbereitungshandlung) §§ 146 außer Abs. 1 Nr. 3, 151, 152 StGB;M;21;0;0;0;0;0;0;0;2;2;2;4;6;5;0;5;0;6;3;1;0;15
551010;Geldfälschung (einschl. Vorbereitungshandlung) §§ 146 außer Abs. 1 Nr. 3, 151, 152 StGB;G;24;0;0;0;0;0;0;0;2;2;2;4;6;5;0;5;1;7;4;1;0;18
552000;Inverkehrbringen von Falschgeld §§ 146 Abs. 1 Nr. 3, 147, 151, 152 StGB;W;17;0;0;0;0;0;0;2;1;3;3;2;5;0;0;0;2;2;4;4;0;12
552000;Inverkehrbringen von Falschgeld §§ 146 Abs. 1 Nr. 3, 147, 151, 152 StGB;M;85;0;0;0;0;0;0;5;6;11;11;20;31;8;6;14;7;13;9;4;7;54
552000;Inverkehrbringen von Falschgeld §§ 146 Abs. 1 Nr. 3, 147, 151, 152 StGB;G;102;0;0;0;0;0;0;7;7;14;14;22;36;8;6;14;9;15;13;8;7;66
552010;Inverkehrbringen von Falschgeld § 146 Abs. 1 Nr. 3, 151, 152 StGB;W;4;0;0;0;0;0;0;1;0;1;1;1;2;0;0;0;1;0;1;0;0;2
552010;Inverkehrbringen von Falschgeld § 146 Abs. 1 Nr. 3, 151, 152 StGB;M;37;0;0;0;0;0;0;1;3;4;4;12;16;5;4;9;3;3;4;1;1;21
552010;Inverkehrbringen von Falschgeld § 146 Abs. 1 Nr. 3, 151, 152 StGB;G;41;0;0;0;0;0;0;2;3;5;5;13;18;5;4;9;4;3;5;1;1;23
552020;Inverkehrbringen von Falschgeld (nach gutgläubigem Erwerb) § 147, 151, 152 StGB;W;13;0;0;0;0;0;0;1;1;2;2;1;3;0;0;0;1;2;3;4;0;10
552020;Inverkehrbringen von Falschgeld (nach gutgläubigem Erwerb) § 147, 151, 152 StGB;M;49;0;0;0;0;0;0;5;3;8;8;8;16;3;2;5;4;10;5;3;6;33
552020;Inverkehrbringen von Falschgeld (nach gutgläubigem Erwerb) § 147, 151, 152 StGB;G;62;0;0;0;0;0;0;6;4;10;10;9;19;3;2;5;5;12;8;7;6;43
553000;Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 152a, 152b StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553000;Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 152a, 152b StGB;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
553000;Fälschung von Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechseln §§ 152a, 152b StGB;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
553100;Gebrauch falscher Zahlungskarten mit oder ohne Garantiefunktion, Schecks und Wechsel §§ 152a, 152b StGB;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
553110;Gebrauch falscher Zahlungskarten ohne Garantiefunktion, Schecks und Wechsel;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;W;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;10;12;4;40
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;M;168;0;0;0;0;0;0;0;0;0;0;2;2;1;2;3;10;28;53;43;29;166
560000;Insolvenzstraftaten §§ 283, 283a-d StGB;G;208;0;0;0;0;0;0;0;0;0;0;2;2;1;2;3;12;40;63;55;33;206
561000;Bankrott § 283 StGB;W;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;8;9;4;29
561000;Bankrott § 283 StGB;M;113;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;5;19;36;30;19;111
561000;Bankrott § 283 StGB;G;142;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;7;25;44;39;23;140
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
562000;Besonders schwerer Fall des Bankrotts § 283a StGB;G;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
563000;Verletzung der Buchführungspflicht § 283b StGB;W;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;5;1;15
563000;Verletzung der Buchführungspflicht § 283b StGB;M;85;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;6;16;31;20;10;85
563000;Verletzung der Buchführungspflicht § 283b StGB;G;100;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;6;23;33;25;11;100
564000;Gläubigerbegünstigung § 283c StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
564000;Gläubigerbegünstigung § 283c StGB;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
564000;Gläubigerbegünstigung § 283c StGB;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
565000;Schuldnerbegünstigung § 283d StGB;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565000;Schuldnerbegünstigung § 283d StGB;M;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
565000;Schuldnerbegünstigung § 283d StGB;G;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2
600000;Sonstige Straftatbestände (StGB);W;3.953;7;10;9;39;110;175;146;169;315;490;261;751;131;119;250;373;720;660;654;545;3.202
600000;Sonstige Straftatbestände (StGB);M;12.179;10;24;92;140;262;528;569;656;1.225;1.753;1.039;2.792;582;532;1.114;1.268;2.297;1.759;1.643;1.306;9.387
600000;Sonstige Straftatbestände (StGB);G;16.132;17;34;101;179;372;703;715;825;1.540;2.243;1.300;3.543;713;651;1.364;1.641;3.017;2.419;2.297;1.851;12.589
610000;Erpressung § 253 StGB;W;18;0;0;0;0;1;1;0;2;2;3;2;5;0;1;1;4;4;3;1;0;13
610000;Erpressung § 253 StGB;M;151;0;0;1;0;3;4;11;13;24;28;21;49;7;9;16;19;29;15;13;10;102
610000;Erpressung § 253 StGB;G;169;0;0;1;0;4;5;11;15;26;31;23;54;7;10;17;23;33;18;14;10;115
610001;Schutzgelderpressung;W;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
610001;Schutzgelderpressung;M;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
610001;Schutzgelderpressung;G;2;0;0;0;0;1;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0
610079;Sonstige Erpressung;W;14;0;0;0;0;0;0;0;3;3;3;1;4;0;1;1;2;4;2;1;0;10
610079;Sonstige Erpressung;M;136;0;0;1;0;3;4;10;11;21;25;17;42;7;8;15;16;27;15;12;9;94
610079;Sonstige Erpressung;G;150;0;0;1;0;3;4;10;14;24;28;18;46;7;9;16;18;31;17;13;9;104
611000;Erpressung auf sexueller Grundlage;W;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;0;0;3
611000;Erpressung auf sexueller Grundlage;M;14;0;0;0;0;0;0;1;2;3;3;3;6;0;1;1;3;2;0;1;1;8
611000;Erpressung auf sexueller Grundlage;G;18;0;0;0;0;0;0;1;2;3;3;4;7;0;1;1;5;2;1;1;1;11
620000;Widerstand gegen und tätlicher Angriff auf die Staatsgewalt und Straftaten gegen die öffentliche Ordnung §§ 111, 113-115, 120, 121, 123-127, 129, 130a-134, 136, 138, 140, 145, 145a, 145c, 145d StGB;W;846;1;3;0;6;25;35;40;63;103;138;65;203;34;18;52;57;151;131;133;119;643
620000;Widerstand gegen und tätlicher Angriff auf die Staatsgewalt und Straftaten gegen die öffentliche Ordnung §§ 111, 113-115, 120, 121, 123-127, 129, 130a-134, 136, 138, 140, 145, 145a, 145c, 145d StGB;M;3.047;0;3;9;9;60;81;146;187;333;414;318;732;170;159;329;325;605;446;353;257;2.315
620000;Widerstand gegen und tätlicher Angriff auf die Staatsgewalt und Straftaten gegen die öffentliche Ordnung §§ 111, 113-115, 120, 121, 123-127, 129, 130a-134, 136, 138, 140, 145, 145a, 145c, 145d StGB;G;3.893;1;6;9;15;85;116;186;250;436;552;383;935;204;177;381;382;756;577;486;376;2.958
620001;Störung des öffentlichen Friedens durch Androhung von Straftaten;W;4;0;0;0;0;0;0;0;2;2;2;0;2;0;0;0;2;0;0;0;0;2
620001;Störung des öffentlichen Friedens durch Androhung von Straftaten;M;26;0;0;0;0;1;1;2;2;4;5;3;8;0;0;0;1;5;6;5;1;18
620001;Störung des öffentlichen Friedens durch Androhung von Straftaten;G;30;0;0;0;0;1;1;2;4;6;7;3;10;0;0;0;3;5;6;5;1;20
620003;Bildung krimineller Vereinigungen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
620003;Bildung krimineller Vereinigungen;M;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;5
620003;Bildung krimineller Vereinigungen;G;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;5
620004;Anleitung zu Straftaten;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
